"1","1"
"2","2"
"3","3"
"4","3"
"5","4"
"6","5"
"7","5"
"8","5"
"9","6"
"10","6"
"11","7"
"12","8"
"13","9"
"14","9"
"15","10"
"16","10"
"17","10"
"18","10"
"19","10"
"20","10"
"21","10"
"22","10"
"23","11"
"24","11"
"25","11"
"26","12"
"27","12"
"28","13"
"29","13"
"30","13"
"31","13"
"32","13"
"33","13"
"34","13"
"35","14"
"36","14"
"37","14"
"38","14"
"39","14"
"40","14"
"41","15"
"42","16"
"43","17"
"44","17"
"45","17"
"46","18"
"47","19"
"48","20"
"49","20"
"50","20"
"51","20"
"52","20"
"53","21"
"54","22"
"55","23"
"56","23"
"57","23"
"58","24"
"59","25"
"60","25"
"61","26"
"62","27"
"63","27"
"64","27"
"65","28"
"66","28"
"67","29"
"68","30"
"69","30"
"70","31"
"71","31"
"72","31"
"73","31"
"74","31"
"75","32"
"76","33"
"77","34"
"78","35"
"79","35"
"80","36"
"81","36"
"82","37"
"83","37"
"84","37"
"85","38"
"86","38"
"87","39"
"88","39"
"89","40"
"90","41"
"91","41"
"92","41"
"93","41"
"94","41"
"95","41"
"96","41"
"97","41"
"98","41"
"99","41"
"100","41"
"101","42"
"102","43"
"103","44"
"104","44"
"105","44"
"106","44"
"107","45"
"108","46"
"109","46"
"110","46"
"111","46"
"112","47"
"113","47"
"114","47"
"115","47"
"116","48"
"117","49"
"118","49"
"119","50"
"120","50"
"121","50"
"122","51"
"123","51"
"124","51"
"125","52"
"126","52"
"127","53"
"128","54"
"129","54"
"130","54"
"131","55"
"132","55"
"133","55"
"134","55"
"135","55"
"136","55"
"137","55"
"138","55"
"139","55"
"140","56"
"141","57"
"142","57"
"143","58"
"144","58"
"145","58"
"146","58"
"147","58"
"148","58"
"149","58"
"150","58"
"151","58"
"152","59"
"153","60"
"154","60"
"155","60"
"156","60"
"157","61"
"158","61"
"159","61"
"160","61"
"161","61"
"162","61"
"163","62"
"164","62"
"165","62"
"166","63"
"167","63"
"168","63"
"169","63"
"170","63"
"171","63"
"172","63"
"173","63"
"174","63"
"175","63"
"176","63"
"177","63"
"178","63"
"179","63"
"180","64"
"181","64"
"182","64"
"183","64"
"184","64"
"185","64"
"186","64"
"187","64"
"188","64"
"189","64"
"190","65"
"191","65"
"192","65"
"193","65"
"194","65"
"195","65"
"196","66"
"197","66"
"198","66"
"199","66"
"200","66"
"201","66"
"202","66"
"203","66"
"204","67"
"205","67"
"206","67"
"207","67"
"208","68"
"209","68"
"210","68"
"211","69"
"212","69"
"213","69"
"214","70"
"215","70"
"216","70"
"217","70"
"218","70"
"219","70"
"220","71"
"221","71"
"222","72"
"223","72"
"224","72"
"225","72"
"226","73"
"227","74"
"228","74"
"229","74"
"230","74"
"231","74"
"232","75"
"233","75"
"234","76"
"235","76"
"236","76"
"237","76"
"238","77"
"239","78"
"240","78"
"241","78"
"242","79"
"243","79"
"244","79"
"245","80"
"246","80"
"247","80"
"248","80"
"249","80"
"250","81"
"251","81"
"252","82"
"253","82"
"254","82"
"255","82"
"256","82"
"257","82"
"258","82"
"259","83"
"260","83"
"261","83"
"262","83"
"263","84"
"264","85"
"265","85"
"266","86"
"267","86"
"268","87"
"269","87"
"270","87"
"271","87"
"272","87"
"273","87"
"274","87"
"275","88"
"276","89"
"277","89"
"278","89"
"279","89"
"280","90"
"281","90"
"282","90"
"283","91"
"284","91"
"285","91"
"286","92"
"287","92"
"288","93"
"289","93"
"290","93"
"291","93"
"292","94"
"293","94"
"294","94"
"295","95"
"296","95"
"297","95"
"298","95"
"299","95"
"300","95"
"301","95"
"302","95"
"303","95"
"304","96"
"305","96"
"306","96"
"307","96"
"308","97"
"309","97"
"310","97"
"311","97"
"312","98"
"313","98"
"314","98"
"315","98"
"316","98"
"317","98"
"318","99"
"319","99"
"320","99"
"321","100"
"322","101"
"323","101"
"324","101"
"325","101"
"326","102"
"327","102"
"328","103"
"329","103"
"330","103"
"331","103"
"332","103"
"333","103"
"334","103"
"335","103"
"336","103"
"337","103"
"338","103"
"339","103"
"340","103"
"341","103"
"342","103"
"343","103"
"344","103"
"345","103"
"346","104"
"347","104"
"348","104"
"349","105"
"350","106"
"351","106"
"352","106"
"353","106"
"354","106"
"355","106"
"356","106"
"357","106"
"358","107"
"359","107"
"360","107"
"361","107"
"362","107"
"363","107"
"364","107"
"365","108"
"366","108"
"367","108"
"368","109"
"369","109"
"370","109"
"371","110"
"372","110"
"373","110"
"374","111"
"375","111"
"376","111"
"377","112"
